Episode,Timestep,AttemptNum,ButtonData,GRUOutput,TruePositiveCount,TrueNegativeCount,FalsePositiveCount,FalseNegativeCount
513,11,0,0,0.98,153,7369,1314,17
513,12,0,0,0.78,153,7369,1315,17
516,14,0,0,0.55,153,7433,1316,17
518,19,0,0,0.61,154,7473,1317,17
519,11,0,0,0.88,154,7485,1318,17
520,10,0,0,0.75,155,7502,1319,17
520,11,0,0,0.6,155,7502,1320,17
520,12,0,0,0.53,155,7502,1321,17
520,13,0,0,0.55,155,7502,1322,17
520,14,0,0,0.85,155,7502,1323,17
520,16,0,0,0.72,155,7503,1324,17
520,17,0,0,0.91,155,7503,1325,17
520,18,0,0,0.94,155,7503,1326,17
520,19,0,0,0.5,155,7503,1327,17
520,20,0,0,0.61,155,7503,1328,17
520,24,0,0,0.8,155,7506,1329,17
520,25,0,0,0.75,155,7506,1330,17
520,26,0,0,0.69,155,7506,1331,17
520,28,0,0,0.55,155,7507,1332,17
520,30,0,0,0.52,155,7508,1333,17
521,18,0,0,0.52,155,7516,1334,17
521,25,0,0,0.5,155,7522,1335,17
521,27,0,0,0.54,155,7523,1336,17
521,28,0,0,0.52,155,7523,1337,17
521,29,0,0,0.58,155,7523,1338,17
521,30,0,0,0.63,155,7523,1339,17
522,20,0,0,0.54,155,7533,1340,17
522,22,0,0,0.61,155,7534,1341,17
522,23,0,0,0.8,155,7534,1342,17
522,25,0,0,0.55,155,7535,1343,17
522,26,0,0,0.54,155,7535,1344,17
523,11,0,0,0.6,156,7537,1345,17
523,13,0,0,0.55,156,7538,1346,17
523,15,0,0,0.62,156,7539,1347,17
523,16,0,0,0.54,156,7539,1348,17
523,17,0,0,0.91,156,7539,1349,17
523,20,0,0,0.65,156,7541,1350,17
523,22,0,0,0.5,156,7542,1351,17
523,24,0,0,0.65,156,7543,1352,17
524,16,0,0,0.66,156,7555,1353,17
524,17,0,0,0.55,156,7555,1354,17
524,18,0,0,0.78,156,7555,1355,17
524,20,0,0,0.52,156,7556,1356,17
524,22,0,0,0.51,156,7557,1357,17
525,15,0,0,0.63,156,7570,1358,17
525,17,0,0,0.81,156,7571,1359,17
526,30,0,0,0.52,156,7604,1360,17
527,13,0,0,0.56,156,7607,1361,17
527,14,0,0,0.56,156,7607,1362,17
528,10,0,0,0.6,156,7623,1363,17
528,15,0,0,0.57,156,7627,1364,17
528,19,0,0,0.51,156,7630,1365,17
528,27,0,0,0.62,156,7637,1366,17
529,10,0,0,0.52,156,7640,1367,17
529,11,0,0,0.63,156,7640,1368,17
530,18,0,0,0.8,157,7648,1369,17
530,26,0,0,0.58,157,7655,1370,17
531,21,0,0,0.64,157,7670,1371,17
531,22,0,0,0.55,157,7670,1372,17
531,24,0,0,0.52,157,7671,1373,17
532,12,0,0,0.81,158,7673,1374,17
532,13,0,0,0.75,158,7673,1375,17
532,14,0,0,0.73,158,7673,1376,17
532,16,0,0,0.58,158,7674,1377,17
532,20,0,0,0.81,158,7677,1378,17
533,23,0,0,0.83,158,7700,1379,17
533,26,0,0,0.62,158,7702,1380,17
534,17,0,0,0.52,158,7713,1381,17
534,21,0,0,0.65,158,7716,1382,17
534,22,0,0,0.73,158,7716,1383,17
534,23,0,0,0.65,158,7716,1384,17
534,24,0,0,0.61,158,7716,1385,17
535,15,0,0,0.97,158,7727,1386,17
535,16,0,0,0.94,158,7727,1387,17
535,17,0,0,0.7,158,7727,1388,17
536,14,0,0,0.84,158,7744,1389,17
536,15,0,0,0.99,158,7744,1390,17
536,16,0,0,0.83,158,7744,1391,17
536,25,0,0,0.96,158,7752,1392,17
536,26,0,0,0.79,158,7752,1393,17
536,27,0,0,0.7,158,7752,1394,17
537,11,0,0,0.84,158,7756,1395,17
537,19,0,0,0.82,158,7763,1396,17
537,20,0,0,0.89,158,7763,1397,17
537,22,0,0,0.98,158,7764,1398,17
538,10,0,0,1.01,158,7772,1399,17
538,11,0,0,0.99,158,7772,1400,17
538,25,0,0,0.51,158,7785,1401,17
540,16,0,0,0.62,159,7803,1402,17
540,18,0,0,0.66,159,7804,1403,17
540,23,0,0,0.53,159,7808,1404,17
540,25,0,0,0.63,159,7809,1405,17
540,29,0,0,0.81,159,7812,1406,17
540,30,0,0,0.57,159,7812,1407,17
542,12,0,0,0.66,159,7835,1408,17
546,27,0,0,0.9,160,7922,1409,17
547,16,0,0,0.53,160,7931,1410,17
547,17,0,0,0.67,160,7931,1411,17
548,13,0,0,0.56,160,7947,1412,17
548,19,0,0,0.61,160,7952,1413,17
548,27,0,0,0.71,160,7959,1414,17
548,28,0,0,0.56,160,7959,1415,17
548,29,0,0,0.69,160,7959,1416,17
548,30,0,0,0.77,160,7959,1417,17
550,10,0,0,0.64,160,7980,1418,17
551,23,0,0,0.54,161,7994,1419,17
551,24,0,0,0.96,161,7994,1420,17
551,26,0,0,0.87,161,7995,1421,17
551,29,0,0,0.6,161,7997,1422,17
552,20,0,0,0.63,161,8008,1423,17
552,29,0,0,0.84,161,8016,1424,17
553,24,0,0,0.54,161,8031,1425,17
553,26,0,0,0.69,161,8032,1426,17
554,10,0,0,0.55,161,8036,1427,17
554,11,0,0,0.7,161,8036,1428,17
554,12,0,0,0.54,161,8036,1429,17
554,13,0,0,0.54,161,8036,1430,17
554,14,0,0,0.54,161,8036,1431,17
554,15,0,0,0.6,161,8036,1432,17
554,16,0,0,0.65,161,8036,1433,17
554,18,0,0,0.57,161,8037,1434,17
554,20,0,0,0.61,161,8038,1435,17
554,24,0,0,0.62,161,8041,1436,17
555,14,0,0,0.64,161,8051,1437,17
555,15,0,0,0.64,161,8051,1438,17
555,16,0,0,0.53,161,8051,1439,17
556,14,0,0,0.68,161,8069,1440,17
556,15,0,0,0.68,161,8069,1441,17
556,16,0,0,0.76,161,8069,1442,17
557,11,0,0,0.93,161,8084,1443,17
557,12,0,0,0.91,161,8084,1444,17
557,13,0,0,0.51,161,8084,1445,17
558,20,0,0,0.69,161,8111,1446,17
558,22,0,0,0.54,161,8112,1447,17
559,11,0,0,0.51,161,8121,1448,17
559,12,0,0,0.65,161,8121,1449,17
559,13,0,0,0.86,161,8121,1450,17
559,14,0,0,0.79,161,8121,1451,17
559,15,0,0,0.78,161,8121,1452,17
562,12,0,0,0.51,162,8161,1453,18
564,13,0,0,0.52,162,8203,1454,18
564,14,0,0,0.72,162,8203,1455,18
564,15,0,0,0.77,162,8203,1456,18
564,16,0,0,0.65,162,8203,1457,18
564,17,0,0,0.57,162,8203,1458,18
564,25,0,0,0.96,162,8210,1459,18
568,11,0,0,0.51,163,8273,1460,18
568,12,0,0,0.65,163,8273,1461,18
569,21,0,0,0.75,163,8302,1462,18
569,22,0,0,0.83,163,8302,1463,18
570,25,0,0,0.55,163,8325,1464,18
571,11,0,0,0.61,163,8331,1465,18
571,12,0,0,0.54,163,8331,1466,18
571,13,0,0,0.52,163,8331,1467,18
572,13,0,0,0.95,164,8334,1468,18
572,14,0,0,0.55,164,8334,1469,18
572,30,0,0,0.52,164,8349,1470,18
574,10,0,0,0.75,165,8351,1471,18
577,15,0,0,0.69,167,8384,1472,19
577,16,0,0,0.74,167,8384,1473,19
577,17,0,0,0.64,167,8384,1474,19
577,18,0,0,0.87,167,8384,1475,19
577,19,0,0,0.75,167,8384,1476,19
577,20,0,0,1.0,167,8384,1477,19
577,22,0,0,0.66,167,8385,1478,19
577,23,0,0,0.81,167,8385,1479,19
577,25,0,0,0.89,167,8386,1480,19
577,26,0,0,0.78,167,8386,1481,19
577,27,0,0,0.85,167,8386,1482,19
578,10,0,0,0.63,167,8389,1483,19
578,17,0,0,0.67,167,8395,1484,19
578,18,0,0,0.61,167,8395,1485,19
578,19,0,0,0.55,167,8395,1486,19
580,10,0,0,0.53,169,8398,1487,19
580,12,0,0,0.53,169,8399,1488,19
580,27,0,0,0.51,169,8413,1489,19
581,11,0,0,0.59,169,8417,1490,19
581,28,0,0,0.68,169,8433,1491,19
581,29,0,0,0.75,169,8433,1492,19
581,30,0,0,0.74,169,8433,1493,19
582,19,0,0,0.65,169,8442,1494,19
582,22,0,0,0.65,169,8444,1495,19
582,23,0,0,0.52,169,8444,1496,19
582,24,0,0,0.51,169,8444,1497,19
582,25,0,0,0.57,169,8444,1498,19
582,26,0,0,0.57,169,8444,1499,19
582,28,0,0,0.52,169,8445,1500,19
583,22,0,0,0.68,170,8458,1501,19
583,23,0,0,0.53,170,8458,1502,19
583,24,0,0,0.6,170,8458,1503,19
584,13,0,0,0.65,170,8467,1504,19
584,14,0,0,1.12,170,8467,1505,19
584,16,0,0,1.14,170,8468,1506,19
584,17,0,0,0.58,170,8468,1507,19
584,18,0,0,1.3,170,8468,1508,19
584,19,0,0,0.8,170,8468,1509,19
584,20,0,0,0.86,170,8468,1510,19
585,17,0,0,0.85,170,8485,1511,19
585,19,0,0,0.97,170,8486,1512,19
585,21,0,0,0.92,170,8487,1513,19
585,22,0,0,0.74,170,8487,1514,19
585,23,0,0,0.67,170,8487,1515,19
585,28,0,0,0.89,170,8491,1516,19
585,29,0,0,1.0,170,8491,1517,19
585,30,0,0,0.94,170,8491,1518,19
586,10,0,0,0.88,170,8491,1519,19
586,11,0,0,0.5,170,8491,1520,19
588,19,0,0,0.63,171,8536,1521,19
588,20,0,0,0.73,171,8536,1522,19
588,21,0,0,0.64,171,8536,1523,19
588,22,0,0,0.78,171,8536,1524,19
588,23,0,0,0.53,171,8536,1525,19
588,24,0,0,0.53,171,8536,1526,19
591,14,0,0,0.54,173,8573,1527,19
591,16,0,0,0.85,173,8574,1528,19
591,22,0,0,0.55,173,8579,1529,19
591,24,0,0,0.54,173,8580,1530,19
591,26,0,0,0.58,173,8581,1531,19
591,27,0,0,0.6,173,8581,1532,19
591,30,0,0,0.63,173,8583,1533,19
592,12,0,0,0.71,173,8585,1534,19
592,15,0,0,1.04,173,8587,1535,19
592,16,0,0,0.73,173,8587,1536,19
592,17,0,0,0.94,173,8587,1537,19
596,19,0,0,0.6,174,8670,1538,19
596,20,0,0,0.81,174,8670,1539,19
596,21,0,0,0.78,174,8670,1540,19
596,22,0,0,0.82,174,8670,1541,19
596,27,0,0,0.54,174,8674,1542,19
596,29,0,0,0.9,174,8675,1543,19
597,20,0,0,0.57,174,8686,1544,19
597,24,0,0,0.69,174,8689,1545,19
597,25,0,0,0.59,174,8689,1546,19
597,26,0,0,0.56,174,8689,1547,19
598,19,0,0,0.52,174,8702,1548,19
598,20,0,0,0.57,174,8702,1549,19
598,21,0,0,0.59,174,8702,1550,19
598,23,0,0,0.64,174,8703,1551,19
598,24,0,0,0.59,174,8703,1552,19
601,19,0,0,0.68,176,8748,1553,19
601,20,0,0,0.54,176,8748,1554,19
601,21,0,0,0.57,176,8748,1555,19
601,25,0,0,0.59,176,8751,1556,19
601,27,0,0,0.62,176,8752,1557,19
601,29,0,0,0.52,176,8753,1558,19
603,10,0,0,0.54,177,8762,1559,19
604,18,0,0,0.61,178,8785,1560,19
604,19,0,0,0.67,178,8785,1561,19
604,21,0,0,0.62,178,8786,1562,19
604,22,0,0,0.53,178,8786,1563,19
604,23,0,0,0.59,178,8786,1564,19
604,26,0,0,0.57,178,8788,1565,19
604,27,0,0,0.51,178,8788,1566,19
605,11,0,0,0.54,178,8792,1567,19
605,20,0,0,0.77,178,8800,1568,19
606,10,0,0,0.65,178,8810,1569,19
606,11,0,0,0.65,178,8810,1570,19
606,12,0,0,0.7,178,8810,1571,19
607,30,0,0,0.67,178,8848,1572,19
609,10,0,0,0.7,178,8869,1573,19
609,11,0,0,0.71,178,8869,1574,19
612,20,0,0,0.6,179,8936,1575,19
612,21,0,0,0.62,179,8936,1576,19
612,22,0,0,0.84,179,8936,1577,19
612,23,0,0,0.82,179,8936,1578,19
612,25,0,0,0.64,179,8937,1579,19
612,26,0,0,0.62,179,8937,1580,19
612,27,0,0,0.62,179,8937,1581,19
612,30,0,0,0.54,179,8939,1582,19
613,19,0,0,0.51,179,8948,1583,19
613,20,0,0,0.51,179,8948,1584,19
613,21,0,0,0.73,179,8948,1585,19
613,22,0,0,0.78,179,8948,1586,19
613,23,0,0,0.62,179,8948,1587,19
613,24,0,0,0.57,179,8948,1588,19
614,18,0,0,0.95,180,8958,1589,19
614,19,0,0,0.56,180,8958,1590,19
614,20,0,0,0.54,180,8958,1591,19
615,14,0,0,0.6,180,8972,1592,19
615,19,0,0,0.56,180,8976,1593,19
615,21,0,0,0.98,180,8977,1594,19
615,24,0,0,0.51,180,8979,1595,19
615,25,0,0,0.59,180,8979,1596,19
617,12,0,0,0.55,181,9000,1597,19
617,18,0,0,0.97,181,9005,1598,19
620,23,0,0,0.55,183,9057,1599,19
620,24,0,0,0.72,183,9057,1600,19
620,25,0,0,0.54,183,9057,1601,19
620,26,0,0,0.65,183,9057,1602,19
621,28,0,0,0.58,184,9076,1603,19
621,30,0,0,0.54,184,9077,1604,19
623,22,0,0,0.79,185,9101,1605,19
623,23,0,0,0.71,185,9101,1606,19
623,25,0,0,0.84,185,9102,1607,19
623,26,0,0,0.57,185,9102,1608,19
623,27,0,0,0.57,185,9102,1609,19
626,18,0,0,0.51,186,9152,1610,19
628,10,0,0,0.67,187,9166,1611,19
628,14,0,0,0.65,187,9169,1612,19
628,21,0,0,0.52,187,9175,1613,19
630,17,0,0,0.82,187,9212,1614,19
632,17,0,0,0.51,188,9243,1615,19
633,20,0,0,0.54,188,9266,1616,19
633,26,0,0,0.73,188,9271,1617,19
634,18,0,0,0.51,188,9283,1618,19
635,11,0,0,0.56,189,9292,1619,19
635,16,0,0,0.72,189,9296,1620,19
635,19,0,0,0.91,189,9298,1621,19
635,20,0,0,0.57,189,9298,1622,19
635,28,0,0,0.66,189,9305,1623,19
636,12,0,0,0.57,189,9309,1624,19
636,14,0,0,0.6,189,9310,1625,19
636,15,0,0,0.6,189,9310,1626,19
636,16,0,0,0.83,189,9310,1627,19
637,15,0,0,0.52,190,9318,1628,19
637,16,0,0,0.7,190,9318,1629,19
637,18,0,0,0.84,190,9319,1630,19
637,20,0,0,1.22,190,9320,1631,19
638,17,0,0,0.81,190,9337,1632,19
638,22,0,0,0.54,190,9341,1633,19
638,24,0,0,0.55,190,9342,1634,19
638,29,0,0,0.7,190,9346,1635,19
638,30,0,0,0.63,190,9346,1636,19
639,23,0,0,0.59,190,9359,1637,19
639,24,0,0,0.51,190,9359,1638,19
639,25,0,0,0.81,190,9359,1639,19
639,29,0,0,0.72,190,9362,1640,19
639,30,0,0,0.76,190,9362,1641,19
642,10,0,0,0.53,191,9392,1642,19
642,11,0,0,0.55,191,9392,1643,19
642,12,0,0,0.53,191,9392,1644,19
642,13,0,0,0.57,191,9392,1645,19
642,20,0,0,0.58,191,9398,1646,19
642,23,0,0,0.77,191,9400,1647,19
642,25,0,0,0.72,191,9401,1648,19
642,26,0,0,0.68,191,9401,1649,19
642,27,0,0,0.77,191,9401,1650,19
646,11,0,0,0.64,194,9436,1651,19
646,12,0,0,0.71,194,9436,1652,19
646,13,0,0,0.84,194,9436,1653,19
646,14,0,0,0.59,194,9436,1654,19
646,15,0,0,0.88,194,9436,1655,19
646,16,0,0,0.71,194,9436,1656,19
646,17,0,0,0.65,194,9436,1657,19
646,18,0,0,0.76,194,9436,1658,19
646,19,0,0,0.77,194,9436,1659,19
646,20,0,0,0.9,194,9436,1660,19
646,23,0,0,0.74,194,9438,1661,19
646,24,0,0,0.74,194,9438,1662,19
646,25,0,0,0.53,194,9438,1663,19
646,29,0,0,0.53,194,9441,1664,19
647,19,0,0,0.77,194,9451,1665,19
648,12,0,0,0.58,194,9464,1666,19
649,15,0,0,0.65,194,9487,1667,19
649,19,0,0,0.64,194,9490,1668,19
649,20,0,0,0.57,194,9490,1669,19
649,21,0,0,0.89,194,9490,1670,19
649,22,0,0,0.98,194,9490,1671,19
649,23,0,0,0.79,194,9490,1672,19
649,24,0,0,0.87,194,9490,1673,19
649,25,0,0,0.57,194,9490,1674,19
649,26,0,0,0.61,194,9490,1675,19
649,29,0,0,0.51,194,9492,1676,19
651,10,0,0,0.97,195,9493,1677,20
653,10,0,0,0.6,197,9524,1678,20
653,13,0,0,0.55,197,9526,1679,20
653,28,0,0,0.7,197,9540,1680,20
654,30,0,0,0.84,197,9560,1681,21
655,10,0,0,0.7,197,9560,1682,21
656,20,0,0,0.58,198,9570,1683,21
657,18,0,0,0.52,199,9579,1684,21
660,10,0,0,0.79,200,9614,1685,21
661,12,0,0,0.54,200,9636,1686,21
661,13,0,0,0.66,200,9636,1687,21
661,27,0,0,0.63,200,9649,1688,21
661,28,0,0,0.57,200,9649,1689,21
661,29,0,0,0.64,200,9649,1690,21
661,30,0,0,0.5,200,9649,1691,21
662,12,0,0,0.79,200,9651,1692,21
662,15,0,0,1.0,200,9653,1693,21
665,15,0,0,0.53,201,9696,1694,21
665,17,0,0,0.54,201,9697,1695,21
665,19,0,0,0.53,201,9698,1696,21
665,20,0,0,0.68,201,9698,1697,21
665,27,0,0,1.15,201,9704,1698,21
666,16,0,0,0.61,201,9713,1699,21
666,19,0,0,0.74,201,9715,1700,21
666,20,0,0,0.67,201,9715,1701,21
668,16,0,0,0.72,202,9741,1702,21
668,24,0,0,0.68,202,9748,1703,21
668,25,0,0,0.55,202,9748,1704,21
668,26,0,0,0.77,202,9748,1705,21
668,27,0,0,0.77,202,9748,1706,21
668,29,0,0,0.67,202,9749,1707,21
669,12,0,0,1.07,202,9752,1708,21
669,13,0,0,0.98,202,9752,1709,21
669,25,0,0,0.53,202,9763,1710,21
670,18,0,0,0.93,202,9776,1711,21
671,11,0,0,0.57,202,9789,1712,21
671,12,0,0,0.51,202,9789,1713,21
672,10,0,0,0.82,202,9807,1714,21
672,11,0,0,0.71,202,9807,1715,21
672,12,0,0,0.84,202,9807,1716,21
677,15,0,0,0.59,205,9888,1717,21
677,17,0,0,0.61,205,9889,1718,21
680,22,0,0,0.72,206,9951,1719,21
680,23,0,0,0.51,206,9951,1720,21
680,24,0,0,0.53,206,9951,1721,21
680,25,0,0,0.94,206,9951,1722,21
680,29,0,0,0.87,206,9954,1723,21
681,10,0,0,0.5,206,9955,1724,21
681,24,0,0,0.67,206,9968,1725,21
681,25,0,0,0.65,206,9968,1726,21
681,27,0,0,0.87,206,9969,1727,21
681,30,0,0,0.51,206,9971,1728,21
682,10,0,0,0.88,206,9971,1729,21
682,13,0,0,0.61,206,9973,1730,21
682,17,0,0,0.88,206,9976,1731,21
682,18,0,0,0.51,206,9976,1732,21
682,25,0,0,0.53,206,9982,1733,21
684,15,0,0,0.55,207,10006,1734,21
684,16,0,0,0.82,207,10006,1735,21
684,17,0,0,0.6,207,10006,1736,21
684,18,0,0,0.55,207,10006,1737,21
685,13,0,0,0.52,208,10009,1738,21
685,20,0,0,0.79,208,10015,1739,21
685,21,0,0,0.57,208,10015,1740,21
686,10,0,0,0.7,208,10024,1741,21
686,11,0,0,0.51,208,10024,1742,21
686,12,0,0,0.6,208,10024,1743,21
686,13,0,0,0.52,208,10024,1744,21
686,15,0,0,0.52,208,10025,1745,21
686,21,0,0,0.6,208,10030,1746,21
686,22,0,0,0.59,208,10030,1747,21
686,23,0,0,0.61,208,10030,1748,21
686,25,0,0,0.51,208,10031,1749,21
686,26,0,0,0.53,208,10031,1750,21
686,27,0,0,0.64,208,10031,1751,21
686,28,0,0,0.54,208,10031,1752,21
687,10,0,0,0.64,208,10033,1753,21
687,17,0,0,0.54,208,10039,1754,21
687,20,0,0,0.84,208,10041,1755,21
687,22,0,0,0.6,208,10042,1756,21
687,27,0,0,0.63,208,10046,1757,21
687,28,0,0,0.61,208,10046,1758,21
687,29,0,0,0.76,208,10046,1759,21
687,30,0,0,0.58,208,10046,1760,21
688,12,0,0,0.51,208,10048,1761,21
688,14,0,0,0.6,208,10049,1762,21
688,15,0,0,0.63,208,10049,1763,21
688,16,0,0,0.54,208,10049,1764,21
694,23,0,0,0.51,213,10100,1765,22
695,11,0,0,0.66,214,10105,1766,22
695,24,0,0,0.69,214,10117,1767,22
695,25,0,0,0.8,214,10117,1768,22
695,26,0,0,0.86,214,10117,1769,22
695,27,0,0,0.92,214,10117,1770,22
695,28,0,0,0.92,214,10117,1771,22
695,29,0,0,0.71,214,10117,1772,22
695,30,0,0,0.79,214,10117,1773,22
697,26,0,0,0.52,215,10136,1774,22
697,27,0,0,0.54,215,10136,1775,22
697,28,0,0,0.7,215,10136,1776,22
699,10,0,0,0.72,215,10155,1777,23
699,11,0,0,0.55,215,10155,1778,23
699,21,0,0,0.55,215,10164,1779,23
699,22,0,0,0.64,215,10164,1780,23
699,26,0,0,0.54,215,10167,1781,23
699,27,0,0,0.57,215,10167,1782,23
699,30,0,0,0.54,215,10169,1783,23
700,12,0,0,0.66,215,10171,1784,23
700,13,0,0,0.64,215,10171,1785,23
701,12,0,0,0.57,215,10190,1786,23
701,13,0,0,0.58,215,10190,1787,23
702,10,0,0,0.85,216,10191,1788,23
702,11,0,0,0.84,216,10191,1789,23
702,12,0,0,0.73,216,10191,1790,23
702,14,0,0,0.7,216,10192,1791,23
704,10,0,0,0.73,216,10216,1792,24
704,11,0,0,0.79,216,10216,1793,24
704,12,0,0,0.57,216,10216,1794,24
704,13,0,0,0.51,216,10216,1795,24
704,16,0,0,0.51,216,10218,1796,24
704,17,0,0,0.6,216,10218,1797,24
704,19,0,0,0.58,216,10219,1798,24
704,22,0,0,0.6,216,10221,1799,24
704,23,0,0,0.65,216,10221,1800,24
704,24,0,0,0.6,216,10221,1801,24
704,25,0,0,0.58,216,10221,1802,24
704,30,0,0,0.51,216,10225,1803,24
706,10,0,0,0.52,217,10233,1804,24
706,11,0,0,0.58,217,10233,1805,24
707,16,0,0,0.52,217,10258,1806,24
708,10,0,0,0.7,218,10260,1807,24
710,18,0,0,0.55,220,10271,1808,24
713,23,0,0,0.72,222,10309,1809,24
713,24,0,0,0.66,222,10309,1810,24
713,25,0,0,0.79,222,10309,1811,24
713,26,0,0,0.84,222,10309,1812,24
713,27,0,0,0.51,222,10309,1813,24
713,28,0,0,0.86,222,10309,1814,24
714,10,0,0,0.52,222,10310,1815,25
714,11,0,0,0.68,222,10310,1816,25
714,12,0,0,0.77,222,10310,1817,25
714,13,0,0,0.93,222,10310,1818,25
714,14,0,0,0.71,222,10310,1819,25
716,10,0,0,0.77,222,10331,1820,26
716,13,0,0,0.59,222,10333,1821,26
716,14,0,0,0.82,222,10333,1822,26
716,17,0,0,0.59,222,10335,1823,26
716,19,0,0,0.63,222,10336,1824,26
716,21,0,0,1.03,222,10337,1825,26
717,11,0,0,0.54,222,10347,1826,26
717,21,0,0,0.52,222,10356,1827,26
717,29,0,0,0.5,222,10363,1828,26
720,11,0,0,0.66,224,10391,1829,26
720,12,0,0,0.66,224,10391,1830,26
720,13,0,0,0.84,224,10391,1831,26
720,19,0,0,0.59,224,10396,1832,26
720,22,0,0,0.58,224,10398,1833,26
720,23,0,0,0.73,224,10398,1834,26
720,25,0,0,0.52,224,10399,1835,26
720,26,0,0,0.63,224,10399,1836,26
720,27,0,0,0.76,224,10399,1837,26
720,28,0,0,0.94,224,10399,1838,26
722,11,0,0,0.61,225,10403,1839,26
724,11,0,0,0.7,225,10444,1840,26
724,12,0,0,0.68,225,10444,1841,26
724,13,0,0,0.66,225,10444,1842,26
724,14,0,0,0.78,225,10444,1843,26
724,15,0,0,0.73,225,10444,1844,26
724,16,0,0,0.57,225,10444,1845,26
724,20,0,0,0.58,225,10447,1846,26
724,21,0,0,0.51,225,10447,1847,26
724,22,0,0,0.59,225,10447,1848,26
724,26,0,0,0.51,225,10450,1849,26
726,11,0,0,0.73,225,10476,1850,26
726,12,0,0,0.8,225,10476,1851,26
726,13,0,0,0.74,225,10476,1852,26
726,14,0,0,0.82,225,10476,1853,26
726,17,0,0,0.81,225,10478,1854,26
726,18,0,0,0.87,225,10478,1855,26
729,10,0,0,0.59,227,10508,1856,26
729,11,0,0,0.61,227,10508,1857,26
729,22,0,0,0.55,227,10518,1858,26
730,10,0,0,0.74,228,10525,1859,26
730,18,0,0,0.67,228,10532,1860,26
730,19,0,0,0.64,228,10532,1861,26
730,21,0,0,0.75,228,10533,1862,26
730,22,0,0,0.76,228,10533,1863,26
730,23,0,0,0.81,228,10533,1864,26
730,24,0,0,0.72,228,10533,1865,26
730,25,0,0,0.69,228,10533,1866,26
730,26,0,0,0.76,228,10533,1867,26
730,27,0,0,0.6,228,10533,1868,26
730,28,0,0,0.79,228,10533,1869,26
730,29,0,0,0.62,228,10533,1870,26
730,30,0,0,0.59,228,10533,1871,26
731,26,0,0,0.61,228,10549,1872,26
731,28,0,0,0.62,228,10550,1873,26
732,15,0,0,0.64,228,10557,1874,26
732,17,0,0,0.55,228,10558,1875,26
732,18,0,0,0.65,228,10558,1876,26
732,19,0,0,0.5,228,10558,1877,26
733,15,0,0,0.55,229,10572,1878,26
733,16,0,0,0.52,229,10572,1879,26
733,17,0,0,0.64,229,10572,1880,26
733,19,0,0,0.61,229,10573,1881,26
737,10,0,0,0.59,233,10587,1882,26
737,11,0,0,0.72,233,10587,1883,26
737,12,0,0,0.52,233,10587,1884,26
737,14,0,0,0.67,233,10588,1885,26
737,16,0,0,0.64,233,10589,1886,26
737,17,0,0,0.7,233,10589,1887,26
737,18,0,0,0.69,233,10589,1888,26
737,19,0,0,0.67,233,10589,1889,26
738,10,0,0,0.97,233,10600,1890,26
738,11,0,0,0.64,233,10600,1891,26
740,10,0,0,0.98,233,10640,1892,26
740,15,0,0,0.65,233,10644,1893,26
740,16,0,0,0.7,233,10644,1894,26
740,17,0,0,0.69,233,10644,1895,26
740,18,0,0,0.81,233,10644,1896,26
740,19,0,0,0.56,233,10644,1897,26
740,23,0,0,0.51,233,10647,1898,26
742,13,0,0,0.78,233,10678,1899,26
742,14,0,0,0.97,233,10678,1900,26
742,15,0,0,0.79,233,10678,1901,26
743,17,0,0,0.74,233,10700,1902,26
743,25,0,0,0.54,233,10707,1903,26
744,15,0,0,0.57,233,10717,1904,26
744,16,0,0,0.73,233,10717,1905,26
744,17,0,0,0.58,233,10717,1906,26
744,18,0,0,0.54,233,10717,1907,26
746,10,0,0,0.73,234,10738,1908,26
746,11,0,0,0.52,234,10738,1909,26
746,13,0,0,0.52,234,10739,1910,26
746,14,0,0,0.71,234,10739,1911,26
746,17,0,0,0.72,234,10741,1912,26
748,11,0,0,0.55,234,10776,1913,26
748,12,0,0,0.77,234,10776,1914,26
748,13,0,0,0.51,234,10776,1915,26
748,14,0,0,0.55,234,10776,1916,26
748,15,0,0,0.51,234,10776,1917,26
748,18,0,0,0.57,234,10778,1918,26
748,26,0,0,0.51,234,10785,1919,26
748,27,0,0,0.66,234,10785,1920,26
748,28,0,0,0.54,234,10785,1921,26
748,29,0,0,0.58,234,10785,1922,26
748,30,0,0,0.78,234,10785,1923,26
752,10,0,0,0.81,237,10810,1924,26
752,11,0,0,0.81,237,10810,1925,26
752,12,0,0,0.65,237,10810,1926,26
752,13,0,0,0.63,237,10810,1927,26
752,14,0,0,0.62,237,10810,1928,26
752,16,0,0,0.73,237,10811,1929,26
752,17,0,0,0.81,237,10811,1930,26
752,18,0,0,0.67,237,10811,1931,26
752,19,0,0,0.65,237,10811,1932,26
752,20,0,0,0.58,237,10811,1933,26
752,21,0,0,0.71,237,10811,1934,26
752,23,0,0,0.64,237,10812,1935,26
755,22,0,0,0.63,238,10854,1936,26
755,30,0,0,1.13,238,10861,1937,26
756,12,0,0,0.59,238,10863,1938,26
756,20,0,0,0.57,238,10870,1939,26
756,23,0,0,0.67,238,10872,1940,26
756,26,0,0,0.84,238,10874,1941,26
756,28,0,0,0.55,238,10875,1942,26
757,12,0,0,0.62,238,10879,1943,26
760,11,0,0,0.55,239,10930,1944,26
760,12,0,0,0.99,239,10930,1945,26
760,13,0,0,0.92,239,10930,1946,26
